subject_name,subject_id,subject_category,subject_id_prefix,object_name,object_id,object_category,object_id_prefix,predicate,frequency_qualifier,subject_aspect_qualifier,has_count,supporting_study_cohort
MED12,9968,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0665024630541872,Mutation,27,TCGA
SETD2,29072,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0665024630541872,Mutation,27,TCGA
PTEN,5728,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0665024630541872,Mutation,27,TCGA
CHD3,1107,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0665024630541872,Mutation,27,TCGA
PLXNB2,23654,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.064039408866995,Mutation,26,TCGA
ARHGAP35,2909,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.064039408866995,Mutation,26,TCGA
NSD1,64324,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0615763546798029,Mutation,25,TCGA
POLRMT,5442,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0615763546798029,Mutation,25,TCGA
PTCH1,5727,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0615763546798029,Mutation,25,TCGA
SMARCA4,6597,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0615763546798029,Mutation,25,TCGA
PIK3CG,5294,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0615763546798029,Mutation,25,TCGA
EP300,2033,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0591133004926108,Mutation,24,TCGA
ACVR1B,91,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0591133004926108,Mutation,24,TCGA
NF1,4763,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0591133004926108,Mutation,24,TCGA
AXIN2,8313,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0591133004926108,Mutation,24,TCGA
RET,5979,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0591133004926108,Mutation,24,TCGA
ERBB3,2065,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0591133004926108,Mutation,24,TCGA
MAP2K4,6416,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0591133004926108,Mutation,24,TCGA
MECOM,2122,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0566502463054187,Mutation,23,TCGA
PIK3R1,5295,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0566502463054187,Mutation,23,TCGA
PDGFRA,5156,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0566502463054187,Mutation,23,TCGA
MAP3K1,4214,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0541871921182266,Mutation,22,TCGA
GNAS,2778,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0541871921182266,Mutation,22,TCGA
ZFP36L2,678,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0541871921182266,Mutation,22,TCGA
PBRM1,55193,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0541871921182266,Mutation,22,TCGA
SPTAN1,6709,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0541871921182266,Mutation,22,TCGA
PDS5B,23047,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0541871921182266,Mutation,22,TCGA
ATR,545,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0517241379310344,Mutation,21,TCGA
NOTCH2,4853,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0517241379310344,Mutation,21,TCGA
KIT,3815,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0517241379310344,Mutation,21,TCGA
PTPRD,5789,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0517241379310344,Mutation,21,TCGA
INPPL1,3636,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0517241379310344,Mutation,21,TCGA
SF3B1,23451,Gene,NCBIGene,TCGA-COAD,MONDO:0002271,Disease,MONDO,gene_associated_with_condition,0.0517241379310344,Mutation,21,TCGA
KMT2D,8085,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.324324324324324,Mutation,12,TCGA
BTG2,7832,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.27027027027027,Mutation,10,TCGA
B2M,567,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.243243243243243,Mutation,9,TCGA
CARD11,84433,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.216216216216216,Mutation,8,TCGA
PIM1,5292,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.216216216216216,Mutation,8,TCGA
HIST1H1C,3006,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.189189189189189,Mutation,7,TCGA
MYD88,4615,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.189189189189189,Mutation,7,TCGA
HIST1H1E,3008,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.189189189189189,Mutation,7,TCGA
TMSB4X,7114,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.162162162162162,Mutation,6,TCGA
FAT1,2195,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.135135135135135,Mutation,5,TCGA
CD79B,974,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.135135135135135,Mutation,5,TCGA
TP53,7157,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.135135135135135,Mutation,5,TCGA
TNFAIP3,7128,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.135135135135135,Mutation,5,TCGA
CREBBP,1387,Gene,NCBIGene,TCGA-DLBC,MONDO:0018905,Disease,MONDO,gene_associated_with_condition,0.135135135135135,Mutation,5,TCGA
TP53,7157,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.858695652173913,Mutation,158,TCGA
KMT2D,8085,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.114130434782608,Mutation,21,TCGA
SPTA1,6708,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.108695652173913,Mutation,20,TCGA
NFE2L2,4780,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0978260869565217,Mutation,18,TCGA
PIK3CA,5290,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.092391304347826,Mutation,17,TCGA
CDKN2A,1029,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0815217391304347,Mutation,15,TCGA
NOTCH1,4851,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0815217391304347,Mutation,15,TCGA
HUWE1,10075,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0760869565217391,Mutation,14,TCGA
PTPRD,5789,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0760869565217391,Mutation,14,TCGA
APOB,338,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0760869565217391,Mutation,14,TCGA
ERBB4,2066,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0706521739130434,Mutation,13,TCGA
SMARCA4,6597,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0706521739130434,Mutation,13,TCGA
DMD,1756,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0706521739130434,Mutation,13,TCGA
ARID1A,8289,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0706521739130434,Mutation,13,TCGA
ZNF750,79755,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0652173913043478,Mutation,12,TCGA
KMT2C,58508,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0652173913043478,Mutation,12,TCGA
SMAD4,4089,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0652173913043478,Mutation,12,TCGA
FBXW7,55294,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0597826086956521,Mutation,11,TCGA
ERBB2,2064,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0597826086956521,Mutation,11,TCGA
SETBP1,26040,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0543478260869565,Mutation,10,TCGA
TGFBR2,7048,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0543478260869565,Mutation,10,TCGA
GNAS,2778,Gene,NCBIGene,TCGA-ESCA,MONDO:0003093,Disease,MONDO,gene_associated_with_condition,0.0543478260869565,Mutation,10,TCGA
PTEN,5728,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.32824427480916,Mutation,129,TCGA
TP53,7157,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.310432569974554,Mutation,122,TCGA
EGFR,1956,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.234096692111959,Mutation,92,TCGA
NF1,4763,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.122137404580152,Mutation,48,TCGA
PIK3R1,5295,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.099236641221374,Mutation,39,TCGA
RB1,5925,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.0966921119592875,Mutation,38,TCGA
ATRX,546,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.0966921119592875,Mutation,38,TCGA
SPTA1,6708,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.094147582697201,Mutation,37,TCGA
PIK3CA,5290,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.094147582697201,Mutation,37,TCGA
IDH1,3417,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.0636132315521628,Mutation,25,TCGA
APOB,338,Gene,NCBIGene,TCGA-GBM,MONDO:0018177,Disease,MONDO,gene_associated_with_condition,0.0585241730279898,Mutation,23,TCGA
TP53,7157,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.704142011834319,Mutation,357,TCGA
FAT1,2195,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.222879684418145,Mutation,113,TCGA
CDKN2A,1029,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.205128205128205,Mutation,104,TCGA
PIK3CA,5290,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.18145956607495,Mutation,92,TCGA
NOTCH1,4851,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.175542406311637,Mutation,89,TCGA
KMT2D,8085,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.157790927021696,Mutation,80,TCGA
NSD1,64324,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.118343195266272,Mutation,60,TCGA
CASP8,841,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.108481262327416,Mutation,55,TCGA
DMD,1756,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.102564102564102,Mutation,52,TCGA
HUWE1,10075,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0986193293885601,Mutation,50,TCGA
APOB,338,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0848126232741617,Mutation,43,TCGA
EP300,2033,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0749506903353057,Mutation,38,TCGA
KMT2C,58508,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0729783037475345,Mutation,37,TCGA
FBXW7,55294,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0670611439842209,Mutation,34,TCGA
SPTA1,6708,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0611439842209073,Mutation,31,TCGA
HRAS,3265,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0611439842209073,Mutation,31,TCGA
CREBBP,1387,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.059171597633136,Mutation,30,TCGA
AJUBA,84962,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.059171597633136,Mutation,30,TCGA
MACF1,23499,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0571992110453648,Mutation,29,TCGA
NFE2L2,4780,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0552268244575936,Mutation,28,TCGA
PTPRD,5789,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0532544378698224,Mutation,27,TCGA
NIPBL,25836,Gene,NCBIGene,TCGA-HNSC,MONDO:0010150,Disease,MONDO,gene_associated_with_condition,0.0512820512820512,Mutation,26,TCGA
TP53,7157,Gene,NCBIGene,TCGA-KICH,MONDO:0017885,Disease,MONDO,gene_associated_with_condition,0.318181818181818,Mutation,21,TCGA
PTEN,5728,Gene,NCBIGene,TCGA-KICH,MONDO:0017885,Disease,MONDO,gene_associated_with_condition,0.0909090909090909,Mutation,6,TCGA
VHL,7428,Gene,NCBIGene,TCGA-KIRC,MONDO:0005005,Disease,MONDO,gene_associated_with_condition,0.466124661246612,Mutation,172,TCGA
PBRM1,55193,Gene,NCBIGene,TCGA-KIRC,MONDO:0005005,Disease,MONDO,gene_associated_with_condition,0.401084010840108,Mutation,148,TCGA
SETD2,29072,Gene,NCBIGene,TCGA-KIRC,MONDO:0005005,Disease,MONDO,gene_associated_with_condition,0.132791327913279,Mutation,49,TCGA
BAP1,8314,Gene,NCBIGene,TCGA-KIRC,MONDO:0005005,Disease,MONDO,gene_associated_with_condition,0.102981029810298,Mutation,38,TCGA
MTOR,2475,Gene,NCBIGene,TCGA-KIRC,MONDO:0005005,Disease,MONDO,gene_associated_with_condition,0.084010840108401,Mutation,31,TCGA
KDM5C,8242,Gene,NCBIGene,TCGA-KIRC,MONDO:0005005,Disease,MONDO,gene_associated_with_condition,0.05420054200542,Mutation,20,TCGA
MET,4233,Gene,NCBIGene,TCGA-KIRP,MONDO:0017884,Disease,MONDO,gene_associated_with_condition,0.0782918149466192,Mutation,22,TCGA
KMT2C,58508,Gene,NCBIGene,TCGA-KIRP,MONDO:0017884,Disease,MONDO,gene_associated_with_condition,0.0711743772241993,Mutation,20,TCGA
KMT2D,8085,Gene,NCBIGene,TCGA-KIRP,MONDO:0017884,Disease,MONDO,gene_associated_with_condition,0.0640569395017793,Mutation,18,TCGA
SETD2,29072,Gene,NCBIGene,TCGA-KIRP,MONDO:0017884,Disease,MONDO,gene_associated_with_condition,0.0604982206405693,Mutation,17,TCGA
FAT1,2195,Gene,NCBIGene,TCGA-KIRP,MONDO:0017884,Disease,MONDO,gene_associated_with_condition,0.0569395017793594,Mutation,16,TCGA
BAP1,8314,Gene,NCBIGene,TCGA-KIRP,MONDO:0017884,Disease,MONDO,gene_associated_with_condition,0.0533807829181494,Mutation,15,TCGA
FLT3,2322,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.285714285714285,Mutation,56,TCGA
NPM1,4869,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.275510204081632,Mutation,54,TCGA
DNMT3A,1788,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.25,Mutation,49,TCGA
IDH2,3418,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.10204081632653,Mutation,20,TCGA
IDH1,3417,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.096938775510204,Mutation,19,TCGA
RUNX1,861,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.086734693877551,Mutation,17,TCGA
TET2,54790,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.086734693877551,Mutation,17,TCGA
TP53,7157,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.0816326530612244,Mutation,16,TCGA
NRAS,4893,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.0765306122448979,Mutation,15,TCGA
CEBPA,1050,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.0663265306122449,Mutation,13,TCGA
WT1,7490,Gene,NCBIGene,TCGA_LAML,MONDO:0018874,Disease,MONDO,gene_associated_with_condition,0.0612244897959183,Mutation,12,TCGA
IDH1,3417,Gene,NCBIGene,TCGA-LGG,MONDO:0005499,Disease,MONDO,gene_associated_with_condition,0.775390625,Mutation,397,TCGA
TP53,7157,Gene,NCBIGene,TCGA-LGG,MONDO:0005499,Disease,MONDO,gene_associated_with_condition,0.484375,Mutation,248,TCGA
ATRX,546,Gene,NCBIGene,TCGA-LGG,MONDO:0005499,Disease,MONDO,gene_associated_with_condition,0.376953125,Mutation,193,TCGA
CIC,23152,Gene,NCBIGene,TCGA-LGG,MONDO:0005499,Disease,MONDO,gene_associated_with_condition,0.21875,Mutation,112,TCGA
FUBP1,8880,Gene,NCBIGene,TCGA-LGG,MONDO:0005499,Disease,MONDO,gene_associated_with_condition,0.08984375,Mutation,46,TCGA
PIK3CA,5290,Gene,NCBIGene,TCGA-LGG,MONDO:0005499,Disease,MONDO,gene_associated_with_condition,0.087890625,Mutation,45,TCGA
NOTCH1,4851,Gene,NCBIGene,TCGA-LGG,MONDO:0005499,Disease,MONDO,gene_associated_with_condition,0.076171875,Mutation,39,TCGA
EGFR,1956,Gene,NCBIGene,TCGA-LGG,MONDO:0005499,Disease,MONDO,gene_associated_with_condition,0.0703125,Mutation,36,TCGA
NF1,4763,Gene,NCBIGene,TCGA-LGG,MONDO:0005499,Disease,MONDO,gene_associated_with_condition,0.060546875,Mutation,31,TCGA
TP53,7157,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.303030303030303,Mutation,110,TCGA
CTNNB1,1499,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.261707988980716,Mutation,95,TCGA
ALB,213,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.129476584022038,Mutation,47,TCGA
APOB,338,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.0964187327823691,Mutation,35,TCGA
ARID1A,8289,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.0798898071625344,Mutation,29,TCGA
AXIN1,8312,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.071625344352617,Mutation,26,TCGA
SPTA1,6708,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.0661157024793388,Mutation,24,TCGA
DMD,1756,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.0550964187327823,Mutation,20,TCGA
BAP1,8314,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.0550964187327823,Mutation,20,TCGA
RB1,5925,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.0523415977961432,Mutation,19,TCGA
ARID2,196528,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.0523415977961432,Mutation,19,TCGA
KMT2D,8085,Gene,NCBIGene,TCGA-LIHC,MONDO:0007256,Disease,MONDO,gene_associated_with_condition,0.0523415977961432,Mutation,19,TCGA
TP53,7157,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.511463844797178,Mutation,290,TCGA
KRAS,3845,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.296296296296296,Mutation,168,TCGA
SPTA1,6708,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.255731922398589,Mutation,145,TCGA
APOB,338,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.181657848324514,Mutation,103,TCGA
KEAP1,9817,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.181657848324514,Mutation,103,TCGA
PTPRD,5789,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.162257495590828,Mutation,92,TCGA
DMD,1756,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.151675485008818,Mutation,86,TCGA
KMT2C,58508,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.134038800705467,Mutation,76,TCGA
STK11,6794,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.130511463844797,Mutation,74,TCGA
EGFR,1956,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.126984126984126,Mutation,72,TCGA
NF1,4763,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.114638447971781,Mutation,65,TCGA
TLR4,7099,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.112874779541446,Mutation,64,TCGA
SETBP1,26040,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.10758377425044,Mutation,61,TCGA
FAT1,2195,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.105820105820105,Mutation,60,TCGA
HUWE1,10075,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0899470899470899,Mutation,51,TCGA
EPHA3,2042,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0881834215167548,Mutation,50,TCGA
ERBB4,2066,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0864197530864197,Mutation,49,TCGA
SMARCA4,6597,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0828924162257495,Mutation,47,TCGA
ATM,472,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0828924162257495,Mutation,47,TCGA
HGF,3082,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0828924162257495,Mutation,47,TCGA
MGA,23269,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0776014109347442,Mutation,44,TCGA
MACF1,23499,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0758377425044091,Mutation,43,TCGA
PDGFRA,5156,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0723104056437389,Mutation,41,TCGA
PTPRC,5788,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0723104056437389,Mutation,41,TCGA
BRAF,673,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0723104056437389,Mutation,41,TCGA
KMT2D,8085,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0723104056437389,Mutation,41,TCGA
MED12,9968,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0723104056437389,Mutation,41,TCGA
COL5A1,1289,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0705467372134038,Mutation,40,TCGA
AMER1,139285,Gene,NCBIGene,TCGA-LUAD,MONDO:0005061,Disease,MONDO,gene_associated_with_condition,0.0687830687830687,Mutation,39,TCGA
